mag,Sq0,Sq10000000
1.0,0.39206928920338907,3.902968319725385
2.0,0.6984080468375908,5.777962802877238
3.0,0.3857927423691568,9.434706032933432
4.0,0.7994634027101225,11.313696785036354
5.0,0.6043885965541809,8.994538476335649
6.0,0.6162544087597928,7.750532413643682
8.0,0.6530047072927467,9.428962437462886
9.0,0.5975570536687751,8.281205654250932
10.0,0.697084119510618,7.9787636750300575
11.0,0.6583446648177878,7.556705005453973
12.0,0.8449211952470763,5.532434374416494
13.0,0.6001600774354098,6.579011746571939
14.0,0.6873427092484411,7.220086666988366
16.0,0.7677260963864107,6.475016322141044
17.0,0.7170330692155625,5.62415059207634
18.0,0.7490188962337101,6.9611082124086066
19.0,0.8198368359419693,5.20810681270291
20.0,0.7314604348325597,5.444630721655062
21.0,0.6691232585898425,5.311929697517445
22.0,0.6447271094955815,5.180345980984329
24.0,0.6499666735892122,5.255558180291174
25.0,0.716102553051344,4.880531010746209
26.0,0.6139969987825518,4.795572754249712
27.0,0.6785842029447162,4.4502798456982635
29.0,0.6842903553002112,4.494438208107576
30.0,0.7566965531970173,4.629117178381649
32.0,0.7627172648111257,4.865256331005725
33.0,0.6898288317468995,3.719673693646059
34.0,0.6942472981159783,3.840829018293652
35.0,0.6741870484515025,3.7539686057975583
36.0,0.8058308255236377,2.9657723763895594
37.0,0.7409689413926012,3.3479669813824753
38.0,0.6484804759862102,3.4596234445653002
40.0,0.6886188356099123,3.571365085835712
41.0,0.6952839076577408,3.1314846615220358
42.0,0.7726154997277696,3.714314066831248
43.0,0.6613219159558374,3.8302166297590157
44.0,0.7479370116365751,3.097259872319941
45.0,0.7214282673486938,3.3441865832200843
46.0,0.7631675876277733,3.238727174562517
48.0,0.8166233648808259,3.944505706982169
49.0,0.7330170897298613,2.948607671251304
50.0,0.7363262516666726,3.2251704576878426
51.0,0.6393477176272794,2.830283477881264
52.0,0.6831634485011556,3.1549938162385662
53.0,0.7053690655936711,3.0828090052787944
54.0,0.6657825987883288,2.820138577061332
56.0,0.6251995646252528,2.532227794317247
57.0,0.6907393748954451,2.8457592276946575
