timeStep,q_domain,Sq,lambda_o,lambda_f,id
0,0.15447888031806287:0.024034142850437347:6.283185307179586,"[47.595746624184116, 25.626198985184555, 60.68783009735567, 74.07833343754963, 54.609839653973495, 24.387961127752696, 5.081999693071841, 2.7070502723195076, 9.9747189187165, 16.228830743565293, 15.67088677238849, 9.573744833944644, 3.154382059042192, 0.6801066232068117, 2.531202273480647, 5.796209537000092, 7.192693554441614, 5.6617001510702165, 2.7295108047431462, 0.7842337911511844, 1.003239376919081, 2.6293458934794867, 3.9253777859364662, 3.7448150105025326, 2.3519991934601476, 0.9637168483235016, 0.5991369563817333, 1.2813227298672798, 2.1790794439662413, 2.424855374664642, 1.8377118403358328, 0.9734954044024307, 0.5582346677080607, 0.8582588785679363, 1.515161682913854, 1.9186397784746387, 1.738122530100896, 1.1557460793108825, 0.6505733364062662, 0.5710178715679785, 0.8722458464587366, 1.2095960106565937, 1.2640220945061444, 1.0031864716593577, 0.6719107619274367, 0.5523326447904386, 0.7192232359915683, 0.9957183135100657, 1.1268465698233106, 1.0039792954984903, 0.7456934599274341, 0.5788862533658601, 0.637556623025401, 0.8560871041942425, 1.0390423816416334, 1.0341626052680362, 0.8554099568446084, 0.6582179049810578, 0.6003274784532371, 0.7127079914655641, 0.8852766187788299, 0.9687696859352235, 0.8993463883283169, 0.7422815661300568, 0.6262619861718669, 0.6321386542627887, 0.7323099852856068, 0.8265693416586608, 0.8351731052497436, 0.7646947705927931, 0.6928104632390814, 0.6925658135044925, 0.7671989149846357, 0.8514417692505478, 0.8729597277640234, 0.8160251050951703, 0.7322161655658013, 0.6927953046200359, 0.7275244217513844, 0.8024717689489675, 0.8524435421550141, 0.8371289708457601, 0.7729121683585198, 0.7157010423991255, 0.7119741128617689, 0.7606451512600305, 0.8172693793326935, 0.8347746550774872, 0.8036485608518944, 0.7566504617139211, 0.7362020417132662, 0.7559970240266486, 0.7917547910004475, 0.8077323170714281, 0.7927986785437401, 0.772169598062872, 0.7839264471797316, 0.8417485230234311, 0.9181812258773974, 0.9648538138428595, 0.952933048088763, 0.8982948440884918, 0.8488529556292239, 0.8449275986277142, 0.8871220440593653, 0.9387579845438101, 0.9591230100997606, 0.9377803818326829, 0.9010706871435638, 0.8870214237049551, 0.9115274717487865, 0.9548529207418263, 0.979305960637016, 0.9622563930229786, 0.9158307777871834, 0.8763820219455566, 0.8732461723822162, 0.9044538022385901, 0.940672010112911, 0.953160494685853, 0.9400364752853513, 0.9273063756467907, 0.9444911881472304, 0.9972225204875279, 1.0607330555369978, 1.098906216917578, 1.0918713869242271, 1.049340034443688, 1.000106653327044, 0.9682121341664865, 0.9566884301275476, 0.9521480122966425, 0.9441095116034195, 0.9391223048459907, 0.9550140158113859, 1.0006385587547844, 1.0616317152444754, 1.1074362309045434, 1.1144585841782082, 1.0849117504397574, 1.0448905404149866, 1.0236615570033512, 1.0319021001009197, 1.0566632593040768, 1.076123813130234, 1.0804378290558752, 1.0802029631053107, 1.095374114698675, 1.1349270081425202, 1.1855928269034246, 1.2196225174760973, 1.2150007307158044, 1.1715985795619106, 1.1109365609388038, 1.0606706888788164, 1.036464372702199, 1.0350658596045035, 1.0426250670413242, 1.0493805434154218, 1.0569171949405807, 1.0720845151935672, 1.0950647565362877, 1.114681162680699, 1.1163108886522675, 1.0949498107511402, 1.0609625601293553, 1.0330110491069913, 1.0241596718612749, 1.0328131488458514, 1.0458600046421875, 1.0512928096611498, 1.0497147431825533, 1.054658658434444, 1.08050704107943, 1.1274036120195092, 1.17620693534952, 1.1993904027737703, 1.1807053312898599, 1.128061681338167, 1.0684342741186645, 1.028248467003542, 1.0152961659910897, 1.0169730891461146, 1.0150504018023119, 1.0027486676527182, 0.9890111254167622, 0.9876582823918557, 1.0028118037771674, 1.0242443659282099, 1.036387439666529, 1.032380524889732, 1.020351158347997, 1.0160957787844507, 1.0284173770887801, 1.0502791913833813, 1.064269747819104, 1.0581224351661176, 1.0364654753244682, 1.0177297051696255, 1.018286673704582, 1.03773209471373, 1.0588883040602208, 1.0633465906757524, 1.049069027149112, 1.033639146348814, 1.038864471768811, 1.0696600148317104, 1.1065939266412999, 1.1200487043438903, 1.0944123861434103, 1.041349604780388, 0.9909071809032627, 0.9685941052294307, 0.9777174331638306, 1.0002748292420391, 1.013687499967855, 1.0088070190186023, 0.9952615914230873, 0.9910333293714408, 1.0054772161495387, 1.030075512292688, 1.0451503185558955, 1.037433479439092, 1.013358474991048, 0.9955858835714476, 1.004488499079284, 1.0399164669929069, 1.0791539139934028, 1.093741693263682, 1.072102817257774, 1.0297786286849666, 0.9986367492719047, 1.003025285891405, 1.0413591869634125, 1.0874814244019908, 1.1105101043890704, 1.0975224038883016, 1.061914210501549, 1.0320757491884514, 1.0299247223285435, 1.0554624404843165, 1.088034152089859, 1.1023685090916415, 1.0869750126286626, 1.05145083248128, 1.0182458244386976, 1.0062907407168575, 1.019056516506716, 1.0444800142946276, 1.0642978974284105, 1.0645516174999101, 1.040959285961375, 0.9985557353003534, 0.9485090842104679, 0.9044575778521136, 0.8787016718451227]",1,40.673426,id00400550000005100001500000095e625004750020336713
10000000,0.15447888031806287:0.024034142850437347:6.283185307179586,"[41.30332896503935, 25.161073253682456, 64.24402001922718, 78.29901262517562, 57.80645950576117, 27.24493657781027, 8.867249205994167, 7.527191421835624, 14.845437448280876, 20.32921201217752, 19.10170942769601, 12.960459629196531, 6.837610337618763, 4.440435413168058, 5.963020811049007, 8.756196437058858, 9.854162335293854, 8.247060522127237, 5.2943156584929305, 3.26221527867047, 3.389622173069166, 5.055534990258602, 6.538211054849685, 6.530489665039172, 5.099686181957776, 3.4150862851713186, 2.645688260344563, 3.031828194006655, 3.8489449523326895, 4.162767842284125, 3.6482243755056585, 2.7865540416247976, 2.35081496656104, 2.6920024372359848, 3.4524644244699445, 3.914243472797775, 3.6355847150175316, 2.813798677109857, 2.0872653829081362, 1.9819171389298007, 2.488067027577479, 3.106987794645534, 3.2922839216800694, 2.894112697037129, 2.245112613089, 1.8485437904767827, 1.9549963568802653, 2.38082136254691, 2.6969129691516978, 2.6045412441331486, 2.1747387801160705, 1.7622992666853179, 1.687476404888319, 1.9662353750333659, 2.3124717376043114, 2.3946938114058285, 2.1175725541146493, 1.6915338621321883, 1.4445848339400946, 1.5475422292723449, 1.884348860261238, 2.1637534202868345, 2.163455007054032, 1.8978695518972448, 1.5806552005872327, 1.4323888084398348, 1.5053633132699402, 1.665804389134383, 1.7298361920724372, 1.623787774738389, 1.433793256579834, 1.3156722618981234, 1.3546156959532651, 1.4969460941645476, 1.605081786681739, 1.5796380994784252, 1.440445956030237, 1.3004931433599392, 1.2622950200171532, 1.3310806590926723, 1.4189420183247794, 1.4300467431855188, 1.3461004064581652, 1.236077119844859, 1.1868056177364212, 1.2223173658634445, 1.2856281976970516, 1.295695207669743, 1.2238430935306865, 1.1197706216418566, 1.0661256476209373, 1.1049366264857183, 1.2015327328617835, 1.2755740762944623, 1.2695171018002664, 1.1944858353628323, 1.1160056167303094, 1.0951654655323073, 1.1379307075981318, 1.195726380352987, 1.2139220013503642, 1.1825655771978156, 1.142743296407384, 1.1432113264823272, 1.1884527305804262, 1.2282552811711103, 1.2010385359917446, 1.0928241514577413, 0.9577643374079783, 0.8796713646323022, 0.9061828035953645, 1.0108125990842463, 1.1134578823247612, 1.1407401599482365, 1.0768352099751897, 0.9669053277767323, 0.8757613992748382, 0.8388000370994444, 0.8438665162466927, 0.8534124329791556, 0.8425854370025725, 0.8186871516254921, 0.8074415867965359, 0.822552991551856, 0.8492890135688265, 0.8582324772545904, 0.8359762463357849, 0.8027067521493748, 0.7980310295508405, 0.8457537455991881, 0.9286855192128959, 0.9970742665284039, 1.0052915393574833, 0.9467046822329401, 0.8579575029210778, 0.7897365420406658, 0.7688367671315974, 0.7823825053532577, 0.7951532858228791, 0.7829695053692936, 0.7528849555028516, 0.7339720685956642, 0.7485077193384171, 0.7897534923085665, 0.8258419287856634, 0.826140303153227, 0.787082805476685, 0.7352023934644397, 0.7048940984951764, 0.7101175593048519, 0.7342253611812819, 0.7462463214512896, 0.7290919219970116, 0.6951028788991912, 0.6756232529080688, 0.6937755404482273, 0.7437443157585577, 0.7938694880515089, 0.810553754141633, 0.7830789852781372, 0.7297874786463681, 0.6823330965143934, 0.6623325363575667, 0.6691707024301097, 0.6865182586693693, 0.6991039356441369, 0.7042310710612456, 0.7093027174802407, 0.7199591224710542, 0.7313153097275279, 0.7309919556062666, 0.7113027525496154, 0.6792519799513185, 0.6543784120598036, 0.6548225847254165, 0.6825846998519249, 0.720529620373391, 0.7443573155405929, 0.7401589599255097, 0.7134005899807461, 0.6826438627309553, 0.6642917038216465, 0.6614274376906459, 0.66488745872742, 0.6635570210019427, 0.6538710109218376, 0.6409093241287274, 0.6317519518393884, 0.6281937205039988, 0.625592277566015, 0.6185557378700005, 0.6077375715188981, 0.600741499249551, 0.605452115502468, 0.6215748602177857, 0.6387748373181095, 0.6444121933817619, 0.6348916630049268, 0.6204384945564144, 0.6180882791129317, 0.6378496280818601, 0.6734218335028461, 0.7056189678828126, 0.7162172392235723, 0.7011742016525064, 0.6727316197606749, 0.6493612994937552, 0.6424479893653314, 0.6503352142710572, 0.6630236493648892, 0.6717926073723043, 0.6753005996495073, 0.6784164402675834, 0.6865959132764328, 0.7013096563971066, 0.7198589595442519, 0.7388379812395622, 0.7577355410817225, 0.7792308115875257, 0.8055221953908651, 0.8338520079916016, 0.8560752081179483, 0.8641801706256326, 0.8577150641111253, 0.8458730641384002, 0.8409764650196371, 0.8484970118787848, 0.8630457603450562, 0.8746084401430568, 0.8791883746407052, 0.8832997966548746, 0.8976209117412303, 0.9258438947181625, 0.9596563956569542, 0.9851062262825824, 0.9948782591011162, 0.995297758940616, 1.0013649988326137, 1.0238035257823346, 1.0594460364134057, 1.093600235621815, 1.1125461247636164, 1.1154043822049258, 1.115279033114504, 1.1289354774870328, 1.163696456171808, 1.2117929060238855, 1.2557828166677205, 1.2801993319032041, 1.2809021948695747, 1.266448907797257, 1.251951205005875, 1.2504843136439807, 1.2673986211081227, 1.2997470210668374, 1.339586914924817]",1,40.673426,id00400550000005100001500000095e625004750020336713
