 0.097     1.595240     0.182424
 0.195     8.559102     0.978779
 0.292     8.744668     1.000000
 0.389     8.096091     0.925832
 0.487     7.653722     0.875244
 0.584     6.181123     0.706845
 0.681     4.741096     0.542170
 0.779     4.009520     0.458510
 0.876     3.345709     0.382600
 0.973     2.842879     0.325099
 1.070     2.697855     0.308514
 1.168     2.315028     0.264736
 1.265     2.209922     0.252716
 1.362     1.933990     0.221162
 1.460     1.776434     0.203145
 1.557     1.800878     0.205940
 1.654     1.551186     0.177387
 1.752     1.528194     0.174757
 1.849     1.469168     0.168007
 1.946     1.418255     0.162185
 2.044     1.304059     0.149126
 2.141     1.241946     0.142023
 2.238     1.216481     0.139111
 2.336     1.170079     0.133805
 2.433     1.106201     0.126500
 2.530     1.075515     0.122991
 2.628     1.043238     0.119300
 2.725     1.001997     0.114584
 2.822     0.961144     0.109912
 2.919     0.927387     0.106052
 3.017     0.906927     0.103712
 3.114     0.891890     0.101992
 3.211     0.839213     0.095969
 3.309     0.825589     0.094411
 3.406     0.787159     0.090016
 3.503     0.784137     0.089670
 3.601     0.760004     0.086911
 3.698     0.741551     0.084800
 3.795     0.727499     0.083193
 3.893     0.708258     0.080993
 3.990     0.704782     0.080596
 4.087     0.696456     0.079643
 4.185     0.680317     0.077798
 4.282     0.663640     0.075891
 4.379     0.667572     0.076341
 4.477     0.668361     0.076431
 4.574     0.649737     0.074301
 4.671     0.661996     0.075703
 4.768     0.660456     0.075527
 4.866     0.653462     0.074727
 4.963     0.678456     0.077585
 5.060     0.678671     0.077610
 5.158     0.695085     0.079487
 5.255     0.730141     0.083496
 5.352     0.756295     0.086486
 5.450     0.782133     0.089441
 5.547     0.837987     0.095828
 5.644     0.888853     0.101645
 5.742     0.947315     0.108331
 5.839     1.008318     0.115307
 5.936     1.080881     0.123605
 6.034     1.151632     0.131695
 6.131     1.224014     0.139973
 6.228     1.287337     0.147214
 6.326     1.333368     0.152478
 6.423     1.364005     0.155981
 6.520     1.396613     0.159710
 6.617     1.372505     0.156953
 6.715     1.368941     0.156546
 6.812     1.360503     0.155581
 6.909     1.313672     0.150226
