 0.195     7.059977     0.788087
 0.292     8.958374     1.000000
 0.389     7.926416     0.884805
 0.487     7.761439     0.866389
 0.584     6.316339     0.705076
 0.681     4.978814     0.555772
 0.779     3.969990     0.443160
 0.876     3.402433     0.379805
 0.973     2.843285     0.317389
 1.070     2.688879     0.300153
 1.168     2.313938     0.258299
 1.265     2.212322     0.246956
 1.362     1.939881     0.216544
 1.460     1.774479     0.198080
 1.557     1.800597     0.200996
 1.654     1.551899     0.173234
 1.752     1.535572     0.171412
 1.849     1.463264     0.163340
 1.946     1.415230     0.157978
 2.044     1.307399     0.145942
 2.141     1.241946     0.138635
 2.238     1.216481     0.135793
 2.336     1.171752     0.130800
 2.433     1.104892     0.123336
 2.530     1.075515     0.120057
 2.628     1.043238     0.116454
 2.725     1.002263     0.111880
 2.822     0.961106     0.107286
 2.919     0.927387     0.103522
 3.017     0.906927     0.101238
 3.114     0.892013     0.099573
 3.211     0.839117     0.093668
 3.309     0.825589     0.092158
 3.406     0.787159     0.087869
 3.503     0.784523     0.087574
 3.601     0.759738     0.084808
 3.698     0.741551     0.082777
 3.795     0.727499     0.081209
 3.893     0.708031     0.079036
 3.990     0.705007     0.078698
 4.087     0.696456     0.077744
 4.185     0.680317     0.075942
 4.282     0.663640     0.074080
 4.379     0.667572     0.074519
 4.477     0.668361     0.074607
 4.574     0.649737     0.072528
 4.671     0.661711     0.073865
 4.768     0.660732     0.073756
 4.866     0.653462     0.072944
 4.963     0.678456     0.075734
 5.060     0.678671     0.075758
 5.158     0.695085     0.077591
 5.255     0.730141     0.081504
 5.352     0.756295     0.084423
 5.450     0.782216     0.087317
 5.547     0.837829     0.093525
 5.644     0.888853     0.099220
 5.742     0.947315     0.105746
 5.839     1.008318     0.112556
 5.936     1.080881     0.120656
 6.034     1.151632     0.128554
 6.131     1.224014     0.136633
 6.228     1.287232     0.143690
 6.326     1.333468     0.148852
 6.423     1.364005     0.152260
 6.520     1.396613     0.155900
 6.617     1.372505     0.153209
 6.715     1.368941     0.152811
 6.812     1.360503     0.151869
 6.909     1.313672     0.146642
 7.007     1.284172     0.143349
 7.104     1.258127     0.140441
 7.201     1.218624     0.136032
 7.299     1.192909     0.133161
 7.396     1.172268     0.130857
 7.493     1.145746     0.127897
 7.591     1.110035     0.123910
 7.688     1.091388     0.121829
 7.785     1.077792     0.120311
 7.883     1.050566     0.117272
 7.980     1.033133     0.115326
 8.077     1.014736     0.113272
 8.175     1.003674     0.112037
 8.272     0.992167     0.110753
 8.369     0.975810     0.108927
 8.466     0.959499     0.107106
 8.564     0.952446     0.106319
 8.661     0.938341     0.104745
 8.758     0.929059     0.103708
 8.856     0.923701     0.103110
 8.953     0.914082     0.102037
 9.050     0.909344     0.101508
 9.148     0.899717     0.100433
 9.245     0.893813     0.099774
 9.342     0.887906     0.099115
 9.440     0.883820     0.098659
 9.537     0.876752     0.097870
 9.634     0.871023     0.097230
 9.732     0.864737     0.096528
 9.829     0.863820     0.096426
 9.926     0.850806     0.094973
10.024     0.853412     0.095264
10.121     0.853021     0.095221
10.218     0.856896     0.095653
10.315     0.855929     0.095545
10.413     0.863208     0.096358
10.510     0.864730     0.096528
10.607     0.871130     0.097242
10.705     0.882132     0.098470
10.802     0.891850     0.099555
10.899     0.907193     0.101268
10.997     0.920494     0.102752
11.094     0.936714     0.104563
11.191     0.959834     0.107144
11.289     0.982581     0.109683
11.386     1.007394     0.112453
11.483     1.034038     0.115427
11.581     1.056434     0.117927
11.678     1.078311     0.120369
11.775     1.099955     0.122785
11.873     1.122520     0.125304
11.970     1.134989     0.126696
12.067     1.148153     0.128165
12.164     1.169881     0.130591
12.262     1.172601     0.130894
12.359     1.165453     0.130096
12.456     1.158612     0.129333
12.554     1.159561     0.129439
12.651     1.152070     0.128603
12.748     1.132319     0.126398
12.846     1.123758     0.125442
12.943     1.112036     0.124134
