timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,CL-Con,Temperature,damp,N_heat,N_isot
9.55e7,0.09731560440562248,19.19322791674982,0.47607786842739813,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,0.14312573712117277,45.133203646038616,0.9966069275633518,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,0.23841581153825495,33.880637885694455,0.7786399969728518,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,0.33485311057702105,20.430814357425604,0.46963159610044874,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,0.4343952690516561,10.966368644562332,0.2559401761537737,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,0.5358233857687565,7.497087796950498,0.1728407531863044,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,0.6339063392655175,5.382110267526014,0.12344658872191143,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,0.7277837832062057,3.8404484333313107,0.08772675737870263,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,0.8259376414919914,3.4526579889002407,0.07835856474768321,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,0.9243210918481215,2.8027214735555463,0.06411236360292565,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,1.022182801803496,2.455424068250514,0.05652699078091176,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,1.1173471327217428,2.347014055354848,0.05370364330555899,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,1.213688464411393,2.0899388258858895,0.047848657061894034,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,1.313273450527723,1.924120925971578,0.044397671267364346,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,1.4107318949698813,1.8165564485417678,0.041876689158549835,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,1.506640864861161,1.7105983114012588,0.039301594021859974,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,1.6034451523315203,1.6035747057491305,0.03687613014435536,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,1.7014414145142422,1.465306772825751,0.033681654993135274,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,1.7987265555996903,1.3982301754959472,0.0320588794709033,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,1.8957888248253194,1.3675871218173663,0.03145054869441897,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,1.9943789369970213,1.3330002815866513,0.03048800386170142,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,2.0914301624586282,1.2271646996411603,0.028020958699884486,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,2.187082507395002,1.179256456602061,0.027012080245734527,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,2.2849417235593523,1.125646612929966,0.025752588447219966,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,2.382710404909207,1.0957359115009238,0.025035306207817326,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,2.4799731415277058,1.0388405672097314,0.023863009924173756,0.01,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,2.5776972027758394,0.9942439837309008,0.022767508919189272,0.01,0.05,0.05,1.0,500000.0,9.5e7
