TimeStep,c_t,c_wcaPair,c_patchPair,c_swapPair,c_ep,c_ek,v_eT,v_ec,v_eC,c_p,v_eB,v_eA,v_eM,id
100000.0,0.0142122,0.07047796666666667,-38.38786666666667,0.0,257.02433333333335,330.41233333333327,0.037899133333333335,42461.03333333333,42461.066666666666,9.355953333333334e-5,0.0077603966666666665,0.0112939,0.0190543,0.010.050.055000.01.00.001
200000.0,0.0149851,0.8495773333333334,-253.57833333333338,0.0,-93.25869999999999,348.3813333333333,0.016459500000000002,42793.13333333334,42793.166666666664,0.000272434,0.005108343333333334,0.005180046666666666,0.0102884,0.010.050.055000.01.00.001
300000.0,0.024998033333333336,3.153363333333333,-555.2473333333332,0.0,-285.6936666666666,581.1666666666666,0.019062766666666665,42752.43333333334,42752.5,0.000426538,0.00853291,0.008654199999999999,0.0171871,0.010.050.055000.01.00.001
400000.0,0.035008700000000004,7.619243333333333,-908.3113333333334,0.0,-526.8026666666666,813.9,0.018522433333333334,42760.166666666664,42760.2,0.000549429,0.012001166666666667,0.012120666666666667,0.0241219,0.010.050.055000.01.00.001
500000.0,0.04501343333333333,14.292433333333335,-1265.22,0.0,-768.2596666666667,1046.4933333333333,0.017950666666666667,42767.96666666667,42768.0,0.0006438389999999999,0.015530666666666667,0.015609,0.031139633333333333,0.010.050.055000.01.00.001
600000.0,0.05010536666666667,20.69093333333333,-1630.0033333333333,0.0,-1070.7533333333333,1164.8733333333334,0.006072366666666666,165.88666666666666,165.89266666666666,0.0006466323333333333,0.017376833333333334,0.017369033333333332,0.03474583333333333,0.010.050.055000.01.00.001
700000.0,0.0500592,24.552900000000005,-1926.6266666666668,0.0,-1362.5466666666664,1163.8033333333333,-0.0128223,456.0366666666667,456.02400000000006,0.0005902139999999999,0.017418366666666667,0.0173896,0.034808,0.010.050.055000.01.00.001
800000.0,0.05005213333333333,27.7313,-2173.5066666666667,0.0,-1605.7866666666666,1163.64,-0.028525666666666668,696.4866666666667,696.4576666666666,0.0005430223333333334,0.017468366666666665,0.017369633333333332,0.034838,0.010.050.055000.01.00.001
900000.0,0.050055133333333335,30.456466666666667,-2379.266666666667,0.0,-1807.8066666666666,1163.7066666666667,-0.04155486666666667,895.9263333333333,895.8846666666667,0.0005033666666666666,0.017512366666666668,0.017391133333333336,0.0349035,0.010.050.055000.01.00.001
1.0e6,0.05000846666666667,32.8114,-2560.016666666667,0.0,-1986.04,1162.6266666666668,-0.05312363333333333,1073.12,1073.0666666666666,0.00047196866666666666,0.017527833333333336,0.017386133333333335,0.0349139,0.010.050.055000.01.00.001
1.1e6,0.050050166666666666,34.71986666666667,-2712.356666666667,0.0,-2135.486666666667,1163.59,-0.06270303333333334,1220.71,1220.6466666666665,0.00044102000000000003,0.017580933333333333,0.017396433333333332,0.03497733333333333,0.010.050.055000.01.00.001
1.2e6,0.05003676666666667,36.45586666666667,-2843.6999999999994,0.0,-2264.683333333333,1163.2833333333335,-0.0710583,1348.6133333333335,1348.5433333333333,0.00041378266666666666,0.017634,0.01737,0.035004,0.010.050.055000.01.00.001
1.3e6,0.050033933333333336,38.29606666666667,-2975.0266666666666,0.0,-2394.0266666666666,1163.2133333333334,-0.07940736666666666,1476.1533333333334,1476.0733333333335,0.00038949499999999996,0.017673866666666666,0.017339233333333332,0.0350131,0.010.050.055000.01.00.001
1.4e6,0.050038566666666666,39.864599999999996,-3091.2466666666664,0.0,-2508.0533333333333,1163.32,-0.08675693333333333,1588.5266666666666,1588.4399999999998,0.00037111900000000005,0.017681433333333333,0.01737196666666667,0.03505339999999999,0.010.050.055000.01.00.001
1.5e6,0.05000253333333334,41.11853333333333,-3190.7333333333336,0.0,-2606.486666666667,1162.4833333333333,-0.09316136666666668,1686.6166666666668,1686.5266666666666,0.00034851733333333333,0.017696933333333335,0.01734353333333333,0.035040433333333336,0.010.050.055000.01.00.001
1.6e6,0.050026400000000006,42.37943333333333,-3277.103333333333,0.0,-2691.26,1163.0366666666666,-0.09859493333333334,1770.8066666666666,1770.7066666666667,0.0003299236666666667,0.017714266666666666,0.017347833333333333,0.03506206666666667,0.010.050.055000.01.00.001
1.7e6,0.05000206666666667,43.352666666666664,-3356.1366666666668,0.0,-2768.44,1162.4733333333334,-0.10361066666666667,1848.426666666667,1848.3266666666666,0.0003143743333333333,0.017746266666666666,0.017372766666666664,0.035119033333333334,0.010.050.055000.01.00.001
1.8e6,0.05000173333333333,44.4586,-3435.1666666666665,0.0,-2845.9366666666665,1162.4666666666665,-0.108611,1924.7266666666667,1924.62,0.00029632233333333333,0.017767966666666666,0.017378599999999998,0.03514656666666666,0.010.050.055000.01.00.001
1.9e6,0.0500277,45.48073333333334,-3506.056666666667,0.0,-2915.4266666666667,1163.07,-0.11305533333333334,1992.3833333333332,1992.2666666666664,0.000285954,0.0178029,0.017368033333333335,0.03517093333333333,0.010.050.055000.01.00.001
2.0e6,0.050005633333333334,46.528,-3576.41,0.0,-2984.36,1162.5566666666666,-0.11753566666666666,2061.2966666666666,2061.18,0.0002741623333333333,0.0178106,0.017384466666666668,0.03519513333333333,0.010.050.055000.01.00.001
2.1e6,0.05002403333333333,47.38126666666667,-3640.4966666666674,0.0,-3047.3933333333334,1162.9833333333333,-0.12157466666666666,2123.14,2123.02,0.000247654,0.017840666666666668,0.017367366666666665,0.03520803333333333,0.010.050.055000.01.00.001
2.2e6,0.05002406666666667,48.08893333333333,-3691.83,0.0,-3097.74,1162.9866666666667,-0.12482266666666668,2173.8566666666666,2173.733333333333,0.00024946166666666667,0.017865133333333335,0.017360866666666665,0.035226,0.010.050.055000.01.00.001
2.3e6,0.049986466666666673,48.707899999999995,-3736.8933333333334,0.0,-3142.516666666667,1162.11,-0.127768,2221.226666666667,2221.1,0.00023904633333333332,0.017848866666666668,0.017355699999999998,0.035204599999999996,0.010.050.055000.01.00.001
2.4e6,0.0500196,49.53549999999999,-3788.7566666666667,0.0,-3192.7166666666667,1162.88,-0.130957,2272.0133333333333,2271.883333333333,0.00023200433333333333,0.0178807,0.0173775,0.035258199999999996,0.010.050.055000.01.00.001
2.5e6,0.04999383333333333,50.03403333333333,-3834.443333333333,0.0,-3238.0733333333333,1162.28,-0.13392199999999999,2318.8166666666666,2318.68,0.00023430233333333333,0.017886333333333334,0.017361066666666664,0.035247400000000005,0.010.050.055000.01.00.001
2.6e6,0.05000756666666667,50.788333333333334,-3880.4233333333336,0.0,-3283.1800000000003,1162.6033333333332,-0.13681133333333334,2363.6066666666666,2363.47,0.000212981,0.0179102,0.017345233333333335,0.03525536666666667,0.010.050.055000.01.00.001
