timeStep,qmean,Sqmean,Sqmeannorm
5.97e7,0.16640712653797785,0.348802107769266,0.0007755769062435143
5.97e7,0.26644652718160705,2.491308476826817,0.00553953453238231
5.97e7,0.4146184035584643,11.01849464572419,0.024500109943270475
5.97e7,0.5721939835905296,12.11657065040311,0.02694173048270965
5.97e7,0.7372391047304465,16.139842558358886,0.03588765342825822
5.97e7,0.9110485184054838,29.497075622409362,0.06558805163411636
5.97e7,1.075891060681915,23.552659778203182,0.0523703802176233
5.97e7,1.2405125526094756,32.99092209554653,0.07335677372084769
5.97e7,1.4100753393638379,38.051078985276156,0.08460825626131274
5.97e7,1.5781649628537946,43.915926191679475,0.09764900329413213
5.97e7,1.7446683485012755,47.026319788808294,0.10456510095962154
5.97e7,1.9084264728269837,53.9889966006446,0.1200469206522641
5.97e7,2.073677887387049,64.87938963597708,0.14426219100179527
5.97e7,2.2433442279603497,71.10851978472488,0.1581129372609029
5.97e7,2.410935901692485,72.80041301108619,0.1618749366438415
5.97e7,2.5759721587773035,82.7305459456588,0.18395502620877408
5.97e7,2.7408751778542473,85.59572444199551,0.19032587725734126
5.97e7,2.9078190808239657,96.90110224230503,0.21546388457717763
5.97e7,3.075096969217735,97.17843662721938,0.21608054984225425
5.97e7,3.2415286478287078,104.24239920225034,0.2317875829069358
5.97e7,3.4093960864458897,113.09541676968854,0.2514726588366238
5.97e7,3.57536079712662,114.7263691489843,0.25509915355207846
5.97e7,3.739948284783737,123.63896273447052,0.27491669939159435
5.97e7,3.9073893900820065,128.18024880875552,0.28501444973601203
5.97e7,4.074087291048524,134.5542640575983,0.29918735442016786
5.97e7,4.239973016158672,141.90055052906015,0.3155221471493562
5.97e7,4.407323146499056,154.45123234461198,0.3434291429986804
5.97e7,4.574671793958157,163.07342349112332,0.36260096617721194
5.97e7,4.740685206894386,166.98315508949958,0.3712944272250937
5.97e7,4.9069750068880795,191.63354397870785,0.4261056566487372
5.97e7,5.072444808144045,199.7777958656441,0.4442147607551731
5.97e7,5.238882741566024,229.74700820856788,0.5108526292592688
5.97e7,5.405923118956908,256.24140773089636,0.5697640978444874
5.97e7,5.572671841390216,309.2038802763394,0.6875284968800978
5.97e7,5.739172713052713,365.4046246632453,0.8124933365106329
5.97e7,5.905577090220496,449.732457170082,1.0
5.97e7,5.990656555367199,2.7258476149183988,0.006061042674283846
