timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,CL-Con,Temperature,damp,N_heat,N_isot
9.55e7,0.16640712653797785,5.534175796839907,1.0,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,0.26644652718160705,3.5344874163470275,0.6386655476982264,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,0.4146184035584643,5.077318713953781,0.9174480356863622,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,0.5721939835905296,3.78750179524502,0.6843840771028158,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,0.7372391047304465,2.505634983676552,0.4527566661520411,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,0.9110485184054838,2.349313770713622,0.4245101451340077,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,1.075891060681915,1.8317548551583993,0.33098964008413995,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,1.2405125526094756,1.7504002206477147,0.3162892334658429,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,1.4100753393638379,1.4470598545191808,0.26147703066199535,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,1.5781649628537946,1.3988046997264365,0.2527575471175263,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,1.7446683485012755,1.4008884239631803,0.25313406646082826,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,1.9084264728269837,1.279592762691883,0.23121650082430498,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,2.073677887387049,1.1929633244516482,0.215562961540334,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,2.2433442279603497,1.0999471501176175,0.1987553685493155,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,2.410935901692485,1.0592902924668488,0.19140886219619524,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,2.5759721587773035,0.977829352670022,0.1766892467037958,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,2.7408751778542473,0.9831351799829177,0.17764798518765915,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,2.9078190808239657,0.889141599067339,0.16066377934272552,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,3.075096969217735,0.8643648604231652,0.15618673713197362,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,3.2415286478287078,0.8031493962521558,0.14512538555619528,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,3.4093960864458897,0.7825754894297915,0.14140777563962698,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,3.57536079712662,0.7240586390596633,0.13083405111075636,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,3.739948284783737,0.7082196702499842,0.12797202261886723,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,3.9073893900820065,0.6772348893992085,0.1223732158609633,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,4.074087291048524,0.669905413210458,0.12104881337397766,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,4.239973016158672,0.6453517593484015,0.11661208155275922,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,4.407323146499056,0.6344729455215149,0.11464633015160233,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,4.574671793958157,0.6299974557303357,0.11383762982196431,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,4.740685206894386,0.6291766600552137,0.11368931583533766,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,4.9069750068880795,0.636044574584912,0.11493031626283041,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,5.072444808144045,0.6449670987812461,0.11654257516530854,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,5.238882741566024,0.665411442575388,0.12023677364122537,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,5.405923118956908,0.7325766236746067,0.1323732115797475,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,5.572671841390216,0.8125064800032468,0.146816167362663,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,5.739172713052713,0.9179199652878416,0.16586389717001526,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,5.905577090220496,1.0676788792060903,0.1929246410668324,0.05,0.05,0.05,1.0,500000.0,9.5e7
9.55e7,5.990656555367199,1.1943252255491288,0.21580905077701099,0.05,0.05,0.05,1.0,500000.0,9.5e7
