 0.166     1.743188     0.445345
 0.333     2.220910     0.567392
 0.499     3.914241     1.000000
 0.666     2.411005     0.615957
 0.832     2.669775     0.682067
 0.998     1.809095     0.462183
 1.165     1.858229     0.474736
 1.331     1.994374     0.509517
 1.498     1.475276     0.376900
 1.664     1.424677     0.363973
 1.830     1.321919     0.337720
 1.997     1.233291     0.315078
 2.163     1.176233     0.300501
 2.330     1.123877     0.287125
 2.496     1.017077     0.259840
 2.663     1.024513     0.261740
 2.829     0.944741     0.241360
 2.995     0.901284     0.230258
 3.162     0.892039     0.227896
 3.328     0.788946     0.201558
 3.495     0.793497     0.202721
 3.661     0.740468     0.189173
 3.827     0.712446     0.182014
 3.994     0.694228     0.177359
 4.160     0.678173     0.173258
 4.327     0.647037     0.165303
 4.493     0.644918     0.164762
 4.659     0.636559     0.162626
 4.826     0.650844     0.166276
 4.992     0.647608     0.165449
 5.159     0.667573     0.170550
 5.325     0.700686     0.179009
 5.491     0.739898     0.189027
 5.658     0.826064     0.211041
 5.824     0.939519     0.240026
 5.991     1.067695     0.272772
 6.157     1.231972     0.314741
 6.323     1.355441     0.346284
 6.490     1.435374     0.366706
 6.656     1.455683     0.371894
 6.823     1.396100     0.356672
 6.989     1.367014     0.349241
