 0.123     3.366722     0.358290
 0.245     6.987243     0.743590
 0.368     9.396640     1.000000
 0.490     6.445798     0.685968
 0.613     5.616118     0.597673
 0.736     4.557022     0.484963
 0.858     3.268787     0.347868
 0.981     2.812027     0.299259
 1.103     2.412162     0.256705
 1.226     2.330104     0.247972
 1.349     1.853511     0.197253
 1.471     1.836911     0.195486
 1.594     1.691410     0.180002
 1.717     1.538584     0.163738
 1.839     1.435631     0.152781
 1.962     1.344375     0.143070
 2.084     1.254877     0.133545
 2.207     1.226617     0.130538
 2.330     1.131775     0.120445
 2.452     1.127189     0.119957
 2.575     1.053888     0.112156
 2.697     1.003334     0.106776
 2.820     0.955667     0.101703
 2.943     0.887840     0.094485
 3.065     0.872566     0.092859
 3.188     0.837763     0.089156
 3.310     0.821599     0.087435
 3.433     0.810018     0.086203
 3.556     0.785722     0.083617
 3.678     0.732612     0.077965
 3.801     0.722890     0.076931
 3.924     0.715166     0.076109
 4.046     0.690948     0.073531
 4.169     0.682506     0.072633
 4.291     0.658827     0.070113
 4.414     0.658599     0.070089
 4.537     0.635282     0.067607
 4.659     0.646225     0.068772
 4.782     0.649500     0.069120
 4.904     0.640894     0.068205
 5.027     0.665228     0.070794
 5.150     0.672311     0.071548
 5.272     0.703664     0.074885
 5.395     0.738974     0.078642
 5.517     0.785510     0.083595
 5.640     0.846736     0.090110
 5.763     0.922823     0.098208
 5.885     1.011699     0.107666
 6.008     1.124918     0.119715
 6.130     1.213070     0.129096
 6.253     1.319462     0.140418
 6.376     1.357336     0.144449
 6.498     1.425078     0.151658
 6.621     1.420294     0.151149
 6.744     1.387866     0.147698
 6.866     1.359616     0.144692
 6.989     1.333998     0.141965
